workout_type,distance,time,calories,total_steps,avg_speed,avg_cadence,max_cadence,avg_heart_rate,max_heart_rate,min_heart_rate,vo2_max(%),aerobic(%),anaerobic(%),intensive(%),light(%),calories_per_minute,calories_classes,heart_level,id
10,4.36,99,125,1785.0,4.71,185.74,54.69,98.0,85.0,111,11,22,0,14,57,1.2626262626262625,1,1,1215
10,4.32,20,242,1785.0,16.63,127.94,274.71,94.0,85.0,103,31,22,0,11,93,12.1,1,1,1216
10,8.48,42,239,1785.0,4.53,126.68,348.96,87.0,85.0,89,14,22,0,61,15,5.690476190476191,1,1,1217
4,3.42,24,256,4081.1191335740073,27.3,59.88,138.68,132.5,177.0,88,15,45,15,10,8,10.666666666666666,1,2,1218
6,3.63,60,58,4081.1191335740073,31.95,99.33,124.87,138.5,175.0,102,43,20,15,29,18,0.9666666666666667,1,2,1219
7,1.51,48,388,2790.0,16.47,184.64,109.87,138.0,188.0,88,40,0,80,6,79,8.083333333333334,2,2,1220
10,3.95,93,222,1785.0,12.5,12.56,261.43,84.5,85.0,84,43,22,0,14,23,2.3870967741935485,1,1,1221
0,7.2,80,180,3444.0,2.68,149.15,163.6,95.0,92.0,98,22,40,10,45,33,2.25,1,1,1222
6,5.29,111,29,4081.1191335740073,28.9,128.8,217.79,139.5,175.0,104,27,20,15,49,50,0.26126126126126126,1,2,1223
4,2.49,96,417,4081.1191335740073,8.9,187.23,55.33,130.0,177.0,83,4,45,15,33,84,4.34375,2,2,1224
8,7.29,106,501,4550.0,29.78,156.72,263.38,95.0,105.0,85,39,26,7,67,74,4.726415094339623,2,1,1225
4,4.74,79,543,4081.1191335740073,13.83,90.9,323.83,137.0,177.0,97,32,45,15,13,53,6.8734177215189876,2,2,1226
9,6.81,96,533,5028.0,22.34,182.11,273.27,117.5,124.0,111,20,50,0,60,92,5.552083333333333,2,2,1227
10,8.6,46,250,1785.0,35.46,198.3,275.88,93.5,85.0,102,37,22,0,25,15,5.434782608695652,1,1,1228
9,5.4,59,166,5028.0,31.99,195.35,311.96,104.5,124.0,85,33,50,0,39,38,2.8135593220338984,1,1,1229
4,9.68,40,15,4081.1191335740073,16.25,35.8,197.12,131.0,177.0,85,30,45,15,19,56,0.375,1,2,1230
7,7.96,44,355,2790.0,33.47,16.54,100.87,134.5,188.0,81,42,0,80,14,51,8.068181818181818,2,2,1231
10,4.9,97,533,1785.0,31.25,168.66,178.38,97.0,85.0,109,41,22,0,55,77,5.494845360824742,2,1,1232
4,7.1,101,542,4081.1191335740073,23.11,180.24,121.6,132.0,177.0,87,18,45,15,11,75,5.366336633663367,2,2,1233
3,8.87,26,354,4081.1191335740073,14.59,107.52,105.68,135.0,166.0,104,44,0,5,45,69,13.615384615384615,2,2,1234
1,4.53,96,213,4081.1191335740073,12.57,159.45,235.7,103.5,122.0,85,20,28,2,43,74,2.21875,1,1,1235
4,9.13,119,99,4081.1191335740073,35.68,86.28,239.43,139.0,177.0,101,30,45,15,49,24,0.8319327731092437,1,2,1236
5,2.42,53,152,6209.0,7.97,156.86,284.99,139.5,190.0,89,13,0,71,9,38,2.8679245283018866,1,2,1237
3,5.6,40,328,4081.1191335740073,24.11,99.71,262.24,130.5,166.0,95,26,0,5,43,45,8.2,2,2,1238
5,8.85,55,101,6209.0,30.1,110.47,145.59,148.5,190.0,107,31,0,71,32,90,1.8363636363636364,1,2,1239
3,9.75,95,426,4081.1191335740073,6.92,33.89,221.76,131.5,166.0,97,30,0,5,67,31,4.484210526315789,2,2,1240
4,9.43,65,474,4081.1191335740073,17.66,87.56,339.75,143.0,177.0,109,7,45,15,44,21,7.292307692307692,2,2,1241
7,7.2,50,191,2790.0,27.77,119.92,321.97,138.0,188.0,88,25,0,80,50,6,3.82,1,2,1242
10,7.9,39,75,1785.0,11.23,67.0,187.88,92.5,85.0,100,34,22,0,33,12,1.9230769230769231,1,1,1243
7,2.78,102,185,2790.0,17.99,166.73,193.87,139.5,188.0,91,2,0,80,40,52,1.8137254901960784,1,2,1244
0,8.69,57,208,3444.0,6.5,192.1,115.99,96.5,92.0,101,28,40,10,44,47,3.6491228070175437,1,1,1245
0,2.8,116,146,3444.0,2.92,114.42,191.44,99.5,92.0,107,17,40,10,61,92,1.2586206896551724,1,1,1246
4,5.57,103,301,4081.1191335740073,8.47,111.94,168.82,134.5,177.0,92,35,45,15,11,19,2.9223300970873787,2,2,1247
5,2.85,79,301,6209.0,32.8,128.22,269.7,142.5,190.0,95,25,0,71,23,84,3.810126582278481,2,2,1248
4,9.12,40,129,4081.1191335740073,23.98,98.18,108.55,132.5,177.0,88,1,45,15,54,27,3.225,1,2,1249
4,1.21,104,207,4081.1191335740073,2.25,127.86,331.13,128.5,177.0,80,15,45,15,9,61,1.9903846153846154,1,2,1250
1,4.75,93,498,4081.1191335740073,22.22,101.65,105.38,101.5,122.0,81,39,28,2,35,80,5.354838709677419,2,1,1251
5,5.77,33,493,6209.0,34.4,189.6,324.75,136.0,190.0,82,23,0,71,50,85,14.93939393939394,2,2,1252
10,2.9,32,208,1785.0,37.69,116.31,337.74,98.0,85.0,111,17,22,0,41,18,6.5,1,1,1253
9,2.39,117,280,5028.0,27.8,35.73,65.13,116.0,124.0,108,22,50,0,53,89,2.393162393162393,1,2,1254
6,9.36,76,211,4081.1191335740073,24.24,119.58,130.42,137.0,175.0,99,33,20,15,30,16,2.776315789473684,1,2,1255
4,5.4,82,57,4081.1191335740073,16.41,101.21,303.78,141.5,177.0,106,12,45,15,40,100,0.6951219512195121,1,2,1256
6,1.31,117,363,4081.1191335740073,20.45,25.63,201.5,129.0,175.0,83,4,20,15,30,56,3.1025641025641026,2,2,1257
5,2.96,46,549,6209.0,5.66,126.73,296.72,140.5,190.0,91,45,0,71,43,43,11.934782608695652,2,2,1258
7,5.4,115,120,2790.0,25.78,23.58,57.72,138.5,188.0,89,29,0,80,67,68,1.0434782608695652,1,2,1259
8,9.2,100,188,4550.0,15.61,150.0,256.37,101.5,105.0,98,5,26,7,59,9,1.88,1,1,1260
3,3.1,45,405,4081.1191335740073,31.67,76.42,119.65,135.0,166.0,104,45,0,5,66,73,9.0,2,2,1261
10,2.75,117,248,1785.0,2.87,21.26,93.92,88.0,85.0,91,15,22,0,60,17,2.1196581196581197,1,1,1262
4,3.7,81,260,4081.1191335740073,12.69,191.56,198.26,136.5,177.0,96,14,45,15,53,5,3.2098765432098766,1,2,1263
0,8.41,117,78,3444.0,19.64,47.26,137.46,87.5,92.0,83,17,40,10,42,85,0.6666666666666666,1,1,1264
0,3.58,93,370,3444.0,5.8,147.8,204.88,99.5,92.0,107,38,40,10,33,62,3.978494623655914,2,1,1265
0,8.56,63,407,3444.0,1.77,159.5,139.28,91.0,92.0,90,34,40,10,33,72,6.4603174603174605,2,1,1266
8,1.81,78,256,4550.0,38.37,83.3,288.84,106.0,105.0,107,41,26,7,52,77,3.282051282051282,1,1,1267
5,3.58,41,118,6209.0,9.56,136.8,249.24,139.0,190.0,88,23,0,71,43,65,2.8780487804878048,1,2,1268
4,4.53,39,325,4081.1191335740073,21.13,194.29,172.16,135.5,177.0,94,26,45,15,35,65,8.333333333333334,2,2,1269
6,7.38,113,77,4081.1191335740073,10.28,49.12,328.99,128.5,175.0,82,14,20,15,23,31,0.6814159292035398,1,2,1270
6,6.85,67,207,4081.1191335740073,12.66,75.9,194.2,132.5,175.0,90,6,20,15,12,35,3.08955223880597,1,2,1271
7,4.52,56,540,2790.0,26.78,119.15,93.23,140.0,188.0,92,19,0,80,43,7,9.642857142857142,2,2,1272
7,4.69,23,282,2790.0,25.86,199.78,104.41,143.0,188.0,98,14,0,80,55,7,12.26086956521739,1,2,1273
2,3.3,104,227,4081.1191335740073,4.3,190.22,85.4,96.0,90.0,102,0,32,0,29,64,2.1826923076923075,1,1,1274
2,2.9,80,454,4081.1191335740073,16.34,13.28,106.7,88.0,90.0,86,21,32,0,33,83,5.675,2,1,1275
10,6.51,29,209,1785.0,19.72,149.94,275.67,94.5,85.0,104,17,22,0,65,16,7.206896551724138,1,1,1276
1,4.86,77,229,4081.1191335740073,16.13,39.92,93.16,116.0,122.0,110,29,28,2,19,82,2.9740259740259742,1,2,1277
6,4.39,117,234,4081.1191335740073,4.6,116.19,283.15,139.0,175.0,103,37,20,15,37,25,2.0,1,2,1278
6,9.11,77,503,4081.1191335740073,24.4,141.48,118.87,139.0,175.0,103,27,20,15,19,57,6.532467532467533,2,2,1279
2,6.68,81,362,4081.1191335740073,10.29,149.63,127.42,91.5,90.0,93,3,32,0,27,47,4.469135802469136,2,1,1280
5,8.7,86,89,6209.0,37.99,62.93,174.91,148.5,190.0,107,6,0,71,31,64,1.0348837209302326,1,2,1281
3,2.14,62,417,4081.1191335740073,17.79,127.4,64.13,133.5,166.0,101,43,0,5,9,98,6.725806451612903,2,2,1282
0,2.19,47,175,3444.0,6.46,13.73,133.15,88.0,92.0,84,32,40,10,9,69,3.723404255319149,1,1,1283
6,3.16,59,522,4081.1191335740073,25.71,14.3,301.44,127.5,175.0,80,27,20,15,6,68,8.847457627118644,2,2,1284
6,9.1,104,374,4081.1191335740073,30.91,82.61,289.14,132.5,175.0,90,28,20,15,65,30,3.5961538461538463,2,2,1285
1,2.35,59,56,4081.1191335740073,38.41,158.61,256.89,105.5,122.0,89,33,28,2,57,13,0.9491525423728814,1,1,1286
6,8.73,99,191,4081.1191335740073,7.84,80.32,268.58,131.0,175.0,87,12,20,15,5,4,1.9292929292929293,1,2,1287
3,3.87,66,33,4081.1191335740073,30.63,152.18,275.28,138.0,166.0,110,41,0,5,42,60,0.5,1,2,1288
10,1.84,47,301,1785.0,26.51,148.75,121.83,86.0,85.0,87,16,22,0,58,96,6.404255319148936,2,1,1289
9,4.39,54,412,5028.0,31.86,100.5,106.62,112.0,124.0,100,13,50,0,34,94,7.62962962962963,2,2,1290
8,2.6,89,248,4550.0,16.72,178.1,57.3,100.0,105.0,95,13,26,7,44,36,2.7865168539325844,1,1,1291
3,3.73,38,45,4081.1191335740073,7.6,83.4,169.55,131.5,166.0,97,40,0,5,22,68,1.1842105263157894,1,2,1292
9,5.25,102,308,5028.0,25.17,136.5,329.28,113.5,124.0,103,35,50,0,20,17,3.019607843137255,2,2,1293
8,6.16,120,397,4550.0,20.51,98.79,209.22,106.0,105.0,107,22,26,7,60,55,3.308333333333333,2,1,1294
8,4.91,31,326,4550.0,11.82,144.65,210.44,97.0,105.0,89,7,26,7,14,24,10.516129032258064,2,1,1295
3,9.2,87,511,4081.1191335740073,33.14,89.31,106.83,131.5,166.0,97,11,0,5,22,97,5.873563218390805,2,2,1296
1,5.5,80,425,4081.1191335740073,34.81,96.89,76.86,102.0,122.0,82,26,28,2,48,32,5.3125,2,1,1297
2,2.76,92,200,4081.1191335740073,29.96,179.87,276.78,99.5,90.0,109,3,32,0,59,47,2.1739130434782608,1,1,1298
0,3.25,82,190,3444.0,34.72,171.55,217.25,93.5,92.0,95,28,40,10,30,92,2.317073170731707,1,1,1299
9,1.31,49,173,5028.0,32.89,138.5,111.1,102.5,124.0,81,16,50,0,57,25,3.5306122448979593,1,1,1300
4,4.39,52,404,4081.1191335740073,1.25,100.11,282.35,130.0,177.0,83,23,45,15,14,74,7.769230769230769,2,2,1301
0,5.14,42,330,3444.0,19.2,10.38,176.12,92.5,92.0,93,44,40,10,28,73,7.857142857142857,2,1,1302
1,4.27,66,336,4081.1191335740073,30.67,70.44,341.27,114.5,122.0,107,34,28,2,50,49,5.090909090909091,2,2,1303
4,2.51,52,414,4081.1191335740073,4.41,72.93,130.2,139.0,177.0,101,35,45,15,46,19,7.961538461538462,2,2,1304
10,8.75,87,183,1785.0,8.76,117.96,106.72,86.5,85.0,88,1,22,0,49,22,2.103448275862069,1,1,1305
7,2.17,50,365,2790.0,3.86,168.54,179.33,146.0,188.0,104,7,0,80,51,3,7.3,2,2,1306
4,7.3,62,545,4081.1191335740073,36.61,82.58,247.49,137.5,177.0,98,6,45,15,43,40,8.790322580645162,2,2,1307
9,6.81,115,390,5028.0,23.31,89.84,183.79,116.5,124.0,109,36,50,0,24,61,3.391304347826087,2,2,1308
0,7.34,33,292,3444.0,30.45,20.76,193.65,87.0,92.0,82,19,40,10,51,4,8.848484848484848,2,1,1309
3,1.28,109,427,4081.1191335740073,33.38,136.41,191.81,124.0,166.0,82,14,0,5,41,83,3.9174311926605503,2,2,1310
9,6.3,116,54,5028.0,26.53,198.85,77.41,111.5,124.0,99,18,50,0,27,71,0.46551724137931033,1,2,1311
0,5.74,43,473,3444.0,27.73,59.76,80.85,86.0,92.0,80,29,40,10,10,84,11.0,2,1,1312
3,7.21,53,439,4081.1191335740073,29.51,34.76,263.86,132.5,166.0,99,2,0,5,56,44,8.283018867924529,2,2,1313
3,4.11,61,426,4081.1191335740073,7.79,166.83,108.47,134.5,166.0,103,30,0,5,59,76,6.983606557377049,2,2,1314
3,3.82,117,509,4081.1191335740073,37.94,171.16,89.23,123.5,166.0,81,25,0,5,16,5,4.35042735042735,2,2,1315
3,8.13,71,394,4081.1191335740073,38.8,117.4,319.61,126.5,166.0,87,26,0,5,33,47,5.549295774647887,2,2,1316
10,2.8,69,332,1785.0,31.43,141.12,63.22,91.0,85.0,97,39,22,0,29,70,4.811594202898551,2,1,1317
7,4.16,101,134,2790.0,22.9,186.87,131.63,137.5,188.0,87,1,0,80,5,16,1.3267326732673268,1,2,1318
10,2.66,69,478,1785.0,21.93,124.52,238.3,84.0,85.0,83,8,22,0,21,51,6.927536231884058,2,1,1319
5,7.26,83,29,6209.0,29.91,199.29,72.1,139.5,190.0,89,9,0,71,36,14,0.3493975903614458,1,2,1320
7,7.7,116,476,2790.0,37.7,131.4,150.71,147.5,188.0,107,8,0,80,37,70,4.103448275862069,2,2,1321
4,2.76,62,363,4081.1191335740073,1.39,91.61,105.8,130.5,177.0,84,5,45,15,28,35,5.854838709677419,2,2,1322
1,7.69,91,128,4081.1191335740073,22.5,43.93,189.16,102.0,122.0,82,24,28,2,11,24,1.4065934065934067,1,1,1323
8,9.31,112,156,4550.0,25.89,123.16,245.37,99.0,105.0,93,28,26,7,54,58,1.3928571428571428,1,1,1324
9,8.87,93,116,5028.0,35.7,71.6,235.39,103.0,124.0,82,44,50,0,26,88,1.2473118279569892,1,1,1325
4,6.82,21,405,4081.1191335740073,16.68,44.28,297.3,140.5,177.0,104,26,45,15,11,60,19.285714285714285,2,2,1326
2,1.94,62,348,4081.1191335740073,4.91,34.78,315.35,98.5,90.0,107,1,32,0,55,4,5.612903225806452,2,1,1327
9,7.13,43,499,5028.0,30.52,68.72,75.37,117.5,124.0,111,21,50,0,9,47,11.604651162790697,2,2,1328
5,2.84,40,404,6209.0,9.41,65.1,338.32,143.0,190.0,96,27,0,71,7,85,10.1,2,2,1329
0,2.27,115,499,3444.0,24.75,120.8,176.92,95.0,92.0,98,11,40,10,56,23,4.339130434782609,2,1,1330
10,8.37,57,249,1785.0,28.2,198.91,254.81,97.0,85.0,109,43,22,0,34,81,4.368421052631579,1,1,1331
10,2.8,45,364,1785.0,17.66,55.96,160.74,83.5,85.0,82,33,22,0,37,82,8.088888888888889,2,1,1332
8,3.14,109,214,4550.0,1.43,70.13,308.12,106.5,105.0,108,4,26,7,39,28,1.963302752293578,1,1,1333
0,9.71,43,281,3444.0,7.5,21.23,213.6,88.5,92.0,85,40,40,10,44,79,6.534883720930233,1,1,1334
7,2.21,78,131,2790.0,21.99,178.21,51.99,144.0,188.0,100,28,0,80,59,91,1.6794871794871795,1,2,1335
6,4.75,118,158,4081.1191335740073,16.3,160.62,252.48,129.5,175.0,84,32,20,15,23,46,1.3389830508474576,1,2,1336
2,4.83,86,93,4081.1191335740073,26.7,86.29,273.14,93.0,90.0,96,3,32,0,42,64,1.0813953488372092,1,1,1337
10,3.74,81,341,1785.0,6.12,183.89,125.44,87.0,85.0,89,17,22,0,10,14,4.209876543209877,2,1,1338
6,9.88,80,246,4081.1191335740073,7.2,63.36,312.42,142.5,175.0,110,35,20,15,30,38,3.075,1,2,1339
5,4.25,118,434,6209.0,31.1,196.45,306.63,149.5,190.0,109,14,0,71,29,2,3.6779661016949152,2,2,1340
1,7.1,59,298,4081.1191335740073,38.23,70.56,289.8,106.0,122.0,90,34,28,2,57,59,5.0508474576271185,2,1,1341
2,7.12,77,346,4081.1191335740073,27.17,117.28,305.75,89.0,90.0,88,25,32,0,53,2,4.4935064935064934,2,1,1342
9,7.6,33,287,5028.0,14.79,108.18,217.64,115.5,124.0,107,35,50,0,19,24,8.696969696969697,1,2,1343
8,1.83,43,81,4550.0,9.67,158.3,343.11,108.0,105.0,111,41,26,7,20,67,1.8837209302325582,1,1,1344
9,7.37,118,258,5028.0,21.81,172.62,214.9,105.5,124.0,87,8,50,0,58,45,2.1864406779661016,1,1,1345
4,5.9,107,528,4081.1191335740073,38.38,95.18,73.9,133.5,177.0,90,14,45,15,14,45,4.934579439252336,2,2,1346
2,1.29,53,511,4081.1191335740073,2.66,43.35,199.65,100.5,90.0,111,35,32,0,64,74,9.641509433962264,2,1,1347
5,3.3,83,106,6209.0,5.29,132.75,155.81,149.0,190.0,108,9,0,71,67,29,1.2771084337349397,1,2,1348
1,5.78,111,196,4081.1191335740073,3.74,86.47,248.54,107.0,122.0,92,34,28,2,22,53,1.7657657657657657,1,1,1349
2,8.24,65,536,4081.1191335740073,2.2,20.8,70.54,88.5,90.0,87,11,32,0,18,54,8.246153846153845,2,1,1350
5,3.91,58,419,6209.0,37.6,85.74,343.43,143.0,190.0,96,35,0,71,61,48,7.224137931034483,2,2,1351
8,5.1,69,248,4550.0,7.35,138.19,246.19,94.0,105.0,83,3,26,7,59,37,3.5942028985507246,1,1,1352
10,1.36,57,46,1785.0,25.34,143.37,64.24,84.0,85.0,83,5,22,0,10,10,0.8070175438596491,1,1,1353
3,6.37,42,225,4081.1191335740073,12.38,126.34,329.54,136.0,166.0,106,3,0,5,23,88,5.357142857142857,1,2,1354
10,9.77,40,35,1785.0,18.46,12.14,63.68,89.5,85.0,94,31,22,0,19,42,0.875,1,1,1355
3,3.21,20,506,4081.1191335740073,37.86,181.55,171.28,130.0,166.0,94,7,0,5,42,83,25.3,2,2,1356
4,4.5,48,195,4081.1191335740073,30.53,105.12,79.1,136.0,177.0,95,27,45,15,43,78,4.0625,1,2,1357
0,8.33,101,121,3444.0,14.28,117.21,196.82,92.5,92.0,93,13,40,10,62,78,1.198019801980198,1,1,1358
6,3.12,70,319,4081.1191335740073,17.1,156.28,107.47,138.0,175.0,101,0,20,15,35,59,4.557142857142857,2,2,1359
4,3.56,94,525,4081.1191335740073,14.68,168.64,228.17,128.5,177.0,80,18,45,15,22,85,5.585106382978723,2,2,1360
7,6.37,60,196,2790.0,25.46,132.68,208.32,146.5,188.0,105,11,0,80,52,89,3.2666666666666666,1,2,1361
8,9.98,77,81,4550.0,36.8,23.82,222.7,106.5,105.0,108,10,26,7,39,15,1.051948051948052,1,1,1362
6,8.35,91,36,4081.1191335740073,37.26,67.31,323.72,130.5,175.0,86,41,20,15,15,16,0.3956043956043956,1,2,1363
2,5.99,114,402,4081.1191335740073,20.8,67.63,177.6,100.5,90.0,111,29,32,0,58,24,3.526315789473684,2,1,1364
8,2.34,58,518,4550.0,34.14,34.2,78.43,93.0,105.0,81,43,26,7,51,21,8.931034482758621,2,1,1365
6,6.38,78,94,4081.1191335740073,4.53,180.54,152.68,131.5,175.0,88,11,20,15,41,69,1.205128205128205,1,2,1366
1,8.1,28,339,4081.1191335740073,9.14,58.22,71.43,115.5,122.0,109,39,28,2,7,79,12.107142857142858,2,2,1367
4,1.78,72,67,4081.1191335740073,22.42,117.72,135.99,141.5,177.0,106,8,45,15,26,79,0.9305555555555556,1,2,1368
10,9.31,82,455,1785.0,14.68,190.3,188.73,97.0,85.0,109,25,22,0,64,33,5.548780487804878,2,1,1369
5,2.28,43,49,6209.0,2.29,32.6,75.3,138.0,190.0,86,26,0,71,67,54,1.1395348837209303,1,2,1370
8,7.2,90,327,4550.0,20.86,68.7,82.66,104.5,105.0,104,22,26,7,38,26,3.6333333333333333,2,1,1371
5,9.93,77,475,6209.0,21.11,26.7,145.72,143.0,190.0,96,11,0,71,9,15,6.1688311688311686,2,2,1372
8,4.7,120,358,4550.0,13.16,85.4,140.0,103.0,105.0,101,41,26,7,14,36,2.9833333333333334,2,1,1373
10,9.43,20,331,1785.0,35.11,107.89,107.17,96.5,85.0,108,33,22,0,24,75,16.55,2,1,1374
8,6.86,116,332,4550.0,17.84,33.89,327.57,100.0,105.0,95,33,26,7,64,13,2.8620689655172415,2,1,1375
4,1.85,114,334,4081.1191335740073,4.53,145.5,160.72,140.5,177.0,104,16,45,15,63,51,2.9298245614035086,2,2,1376
6,1.88,40,307,4081.1191335740073,13.12,138.11,220.47,127.5,175.0,80,17,20,15,41,23,7.675,2,2,1377
5,2.93,52,278,6209.0,14.48,29.55,169.43,140.0,190.0,90,45,0,71,58,67,5.346153846153846,1,2,1378
3,4.95,117,484,4081.1191335740073,38.14,46.1,65.91,125.0,166.0,84,21,0,5,40,9,4.136752136752137,2,2,1379
3,2.6,69,527,4081.1191335740073,36.41,165.2,265.2,125.0,166.0,84,30,0,5,7,8,7.63768115942029,2,2,1380
7,8.65,57,539,2790.0,23.37,87.25,111.79,149.5,188.0,111,16,0,80,32,50,9.456140350877194,2,2,1381
10,2.63,86,243,1785.0,14.88,160.24,204.92,97.0,85.0,109,2,22,0,29,74,2.8255813953488373,1,1,1382
9,5.0,53,72,5028.0,7.96,113.42,51.45,111.5,124.0,99,45,50,0,67,56,1.3584905660377358,1,2,1383
8,5.23,48,331,4550.0,31.65,49.12,206.58,100.5,105.0,96,22,26,7,34,3,6.895833333333333,2,1,1384
10,6.52,28,440,1785.0,17.66,123.47,90.43,82.5,85.0,80,20,22,0,33,55,15.714285714285714,2,1,1385
7,6.53,54,89,2790.0,29.74,139.66,311.8,134.5,188.0,81,1,0,80,21,10,1.6481481481481481,1,2,1386
10,7.19,102,404,1785.0,35.93,170.61,73.1,88.0,85.0,91,14,22,0,66,94,3.9607843137254903,2,1,1387
10,7.15,60,204,1785.0,20.48,167.43,341.73,90.5,85.0,96,27,22,0,7,30,3.4,1,1,1388
7,5.74,102,272,2790.0,30.65,158.15,147.51,148.0,188.0,108,8,0,80,18,15,2.6666666666666665,1,2,1389
8,9.44,120,261,4550.0,9.6,22.37,235.82,107.5,105.0,110,6,26,7,60,5,2.175,1,1,1390
1,8.3,114,472,4081.1191335740073,15.45,138.48,265.7,101.0,122.0,80,13,28,2,28,80,4.140350877192983,2,1,1391
9,9.94,82,152,5028.0,31.84,170.67,54.6,107.5,124.0,91,0,50,0,55,53,1.853658536585366,1,1,1392
1,1.91,103,343,4081.1191335740073,18.69,56.85,205.67,113.0,122.0,104,24,28,2,35,20,3.3300970873786406,2,2,1393
1,5.87,36,389,4081.1191335740073,37.8,146.81,234.15,102.0,122.0,82,20,28,2,51,42,10.805555555555555,2,1,1394
1,9.32,27,526,4081.1191335740073,21.6,104.72,58.21,115.5,122.0,109,5,28,2,47,14,19.48148148148148,2,2,1395
1,1.63,119,87,4081.1191335740073,24.8,184.72,327.59,103.5,122.0,85,6,28,2,39,66,0.7310924369747899,1,1,1396
3,2.21,118,115,4081.1191335740073,18.59,18.18,346.86,124.0,166.0,82,25,0,5,17,78,0.9745762711864406,1,2,1397
8,1.5,41,152,4550.0,24.39,43.72,214.82,108.0,105.0,111,23,26,7,15,56,3.707317073170732,1,1,1398
3,9.55,100,195,4081.1191335740073,10.3,191.54,332.59,124.5,166.0,83,16,0,5,53,94,1.95,1,2,1399
7,1.33,33,156,2790.0,10.8,18.85,88.26,135.5,188.0,83,34,0,80,66,94,4.7272727272727275,1,2,1400
4,5.95,36,280,4081.1191335740073,18.75,115.89,269.23,134.5,177.0,92,33,45,15,36,9,7.777777777777778,1,2,1401
2,7.44,106,328,4081.1191335740073,17.36,53.54,337.34,95.5,90.0,101,22,32,0,33,59,3.0943396226415096,2,1,1402
4,6.7,46,67,4081.1191335740073,6.26,27.9,173.29,143.0,177.0,109,20,45,15,60,7,1.4565217391304348,1,2,1403
0,2.2,29,501,3444.0,20.8,22.19,178.6,98.5,92.0,105,36,40,10,18,69,17.275862068965516,2,1,1404
2,2.0,77,199,4081.1191335740073,31.23,117.62,235.1,95.0,90.0,100,31,32,0,10,25,2.5844155844155843,1,1,1405
9,5.25,26,287,5028.0,13.8,64.43,61.55,114.0,124.0,104,26,50,0,5,13,11.038461538461538,1,2,1406
9,1.2,92,399,5028.0,2.41,101.9,264.3,115.0,124.0,106,35,50,0,23,45,4.336956521739131,2,2,1407
2,5.58,35,332,4081.1191335740073,9.11,81.29,83.29,98.0,90.0,106,31,32,0,6,45,9.485714285714286,2,1,1408
10,2.21,41,398,1785.0,33.76,41.24,221.16,84.0,85.0,83,40,22,0,46,15,9.707317073170731,2,1,1409
5,3.5,33,83,6209.0,31.66,150.74,285.44,137.5,190.0,85,10,0,71,40,2,2.515151515151515,1,2,1410
8,9.6,65,253,4550.0,26.13,178.3,153.8,95.0,105.0,85,34,26,7,40,29,3.8923076923076922,1,1,1411
6,8.65,87,391,4081.1191335740073,10.22,29.6,228.1,138.0,175.0,101,13,20,15,54,16,4.494252873563219,2,2,1412
9,4.69,117,217,5028.0,19.7,156.21,208.48,109.0,124.0,94,0,50,0,34,41,1.8547008547008548,1,1,1413
9,3.97,77,164,5028.0,1.25,186.28,94.59,108.5,124.0,93,7,50,0,8,50,2.1298701298701297,1,1,1414
5,4.29,47,432,6209.0,15.37,178.39,270.68,141.5,190.0,93,17,0,71,30,84,9.191489361702128,2,2,1415
0,2.54,71,535,3444.0,12.1,144.14,139.87,101.0,92.0,110,28,40,10,26,85,7.535211267605634,2,1,1416
3,5.2,87,41,4081.1191335740073,31.4,94.99,186.86,128.5,166.0,91,25,0,5,11,57,0.47126436781609193,1,2,1417
9,2.84,70,61,5028.0,25.99,15.87,141.97,115.5,124.0,107,41,50,0,43,43,0.8714285714285714,1,2,1418
6,2.59,116,154,4081.1191335740073,2.13,184.0,161.8,129.0,175.0,83,24,20,15,52,78,1.3275862068965518,1,2,1419
6,8.6,57,501,4081.1191335740073,18.2,86.45,294.36,141.5,175.0,108,22,20,15,60,94,8.789473684210526,2,2,1420
5,1.68,111,426,6209.0,31.15,98.23,200.48,147.5,190.0,105,24,0,71,7,25,3.8378378378378377,2,2,1421
4,7.12,99,14,4081.1191335740073,5.16,191.99,174.32,135.5,177.0,94,30,45,15,55,53,0.1414141414141414,1,2,1422
7,1.4,82,268,2790.0,19.74,185.65,237.62,134.5,188.0,81,31,0,80,45,86,3.268292682926829,1,2,1423
9,4.42,114,190,5028.0,16.76,182.64,145.79,105.0,124.0,86,30,50,0,35,43,1.6666666666666667,1,1,1424
4,6.15,25,294,4081.1191335740073,6.52,75.99,256.73,143.0,177.0,109,17,45,15,45,97,11.76,2,2,1425
5,1.65,43,207,6209.0,14.81,108.2,212.88,148.0,190.0,106,24,0,71,9,66,4.813953488372093,1,2,1426
9,7.63,104,59,5028.0,19.89,147.89,162.59,116.0,124.0,108,8,50,0,64,45,0.5673076923076923,1,2,1427
5,3.17,85,268,6209.0,23.26,48.3,285.11,147.5,190.0,105,29,0,71,64,100,3.152941176470588,1,2,1428
9,1.65,113,286,5028.0,37.5,117.5,186.39,104.5,124.0,85,19,50,0,64,47,2.5309734513274336,1,1,1429
3,1.77,94,334,4081.1191335740073,35.21,132.6,55.66,135.5,166.0,105,22,0,5,12,4,3.5531914893617023,2,2,1430
7,9.63,66,33,2790.0,4.5,21.72,116.28,136.5,188.0,85,37,0,80,9,97,0.5,1,2,1431
5,3.68,29,434,6209.0,38.59,116.15,235.24,149.0,190.0,108,0,0,71,8,69,14.96551724137931,2,2,1432
